id,ACTION
1,1.0023995637893677
2,0.9859694242477417
3,1.001092553138733
4,0.998022198677063
5,1.006230354309082
6,0.999932050704956
7,0.8679020404815674
8,0.9998818039894104
9,0.8352839350700378
10,1.0031764507293701
11,0.999820351600647
12,1.0046379566192627
13,0.9976049065589905
14,1.0037119388580322
15,1.0031731128692627
16,0.7522412538528442
17,0.9994336366653442
18,0.9917027950286865
19,0.961902379989624
20,0.992639422416687
21,1.00296950340271
22,1.0046287775039673
23,0.9868953824043274
24,0.9865604639053345
25,1.0117824077606201
26,0.9129601716995239
27,0.9026281833648682
28,0.996894359588623
29,1.0003457069396973
30,0.9515571594238281
31,0.9441437125205994
32,1.0003633499145508
33,1.0099968910217285
34,1.0026488304138184
35,1.002979040145874
36,1.0085883140563965
37,0.9991628527641296
38,0.9988396167755127
39,1.0225002765655518
40,1.0070923566818237
41,0.9699715971946716
42,1.0016354322433472
43,0.9463291168212891
44,1.0133775472640991
45,1.0061540603637695
46,1.072298526763916
47,0.9998737573623657
48,0.9917890429496765
49,0.9970043897628784
50,0.752875566482544
51,1.0096218585968018
52,0.9290189743041992
53,1.000724196434021
54,0.9999117851257324
55,0.9552477598190308
56,1.000488519668579
57,0.9850680232048035
58,0.9963104128837585
59,0.8198966383934021
60,1.0148861408233643
61,1.0013933181762695
62,1.013900876045227
63,0.9998279809951782
64,1.0006376504898071
65,0.9994486570358276
66,0.9980926513671875
67,0.8819925785064697
68,1.0025343894958496
69,0.8199476003646851
70,0.4541111886501312
71,1.004136323928833
72,0.9923948049545288
73,1.0134468078613281
74,0.9994852542877197
75,1.0047855377197266
76,0.8787504434585571
77,0.9992282390594482
78,0.9426126480102539
79,0.2270618975162506
80,1.0053369998931885
81,0.9488625526428223
82,0.9997003078460693
83,0.9680758118629456
84,0.9941917657852173
85,1.000744342803955
86,1.0049049854278564
87,1.0058472156524658
88,0.9862062931060791
89,0.9957424402236938
90,0.9246065616607666
91,1.001617431640625
92,0.28525054454803467
93,0.9823880195617676
94,1.01409113407135
95,0.9966243505477905
96,0.9816882610321045
97,0.1250106692314148
98,0.8001365661621094
99,1.0057806968688965
100,1.0008747577667236
101,0.8169643878936768
102,0.9887802600860596
103,0.9997141361236572
104,1.0171253681182861
105,0.8373306393623352
106,0.9960051774978638
107,0.9700319766998291
108,1.018418550491333
109,1.000154972076416
110,0.9969363212585449
111,0.6540549993515015
112,1.0006321668624878
113,1.0135130882263184
114,1.0065433979034424
115,1.0000197887420654
116,0.9993925094604492
117,1.004417896270752
118,1.0045944452285767
119,0.9655041098594666
120,1.0089612007141113
121,0.9879121780395508
122,0.9984980225563049
123,0.998117983341217
124,0.9887392520904541
125,0.9995111227035522
126,1.0130586624145508
127,0.9826158285140991
128,0.7855347394943237
129,0.9840129613876343
130,0.8970507383346558
131,0.9993577003479004
132,1.000280499458313
133,1.0052686929702759
134,1.0045597553253174
135,1.0011332035064697
136,1.003531575202942
137,1.0081212520599365
138,1.0161900520324707
139,0.959496259689331
140,0.9556257128715515
141,1.0008165836334229
142,1.0225796699523926
143,0.9998297691345215
144,1.0011610984802246
145,1.016615867614746
146,0.47517356276512146
147,1.0015900135040283
148,0.9787610173225403
149,1.0065655708312988
150,0.9622588157653809
151,1.0014485120773315
152,0.763638436794281
153,0.9991501569747925
154,0.9510666131973267
155,1.0033174753189087
156,0.9904966354370117
157,0.9725942611694336
158,0.9904656410217285
159,0.6791625022888184
160,1.0025873184204102
161,0.9009844064712524
162,0.9649279117584229
163,1.0023536682128906
164,0.9976511001586914
165,1.0198283195495605
166,0.9960605502128601
167,0.9691382646560669
168,0.9996135830879211
169,1.012070894241333
170,0.9975566864013672
171,0.9791240692138672
172,1.0051125288009644
173,0.9994387626647949
174,0.9937693476676941
175,0.9622675180435181
176,1.0039267539978027
177,0.45034629106521606
178,1.006983757019043
179,1.0026174783706665
180,1.0025014877319336
181,0.5814641118049622
182,1.0190919637680054
183,0.6872501373291016
184,0.8895894289016724
185,0.9666346311569214
186,1.018643856048584
187,1.0039228200912476
188,1.000537395477295
189,0.6979697346687317
190,1.0007061958312988
191,1.0006150007247925
192,0.7978391647338867
193,0.9990230798721313
194,0.9928295612335205
195,1.0015473365783691
196,1.0033795833587646
197,0.986213207244873
198,0.9609990119934082
199,0.9600416421890259
200,0.2945001721382141
201,0.989535927772522
202,0.8141968250274658
203,0.9386065006256104
204,0.921852171421051
205,0.9921064376831055
206,0.9799798727035522
207,0.9915493130683899
208,1.0042729377746582
209,0.39059415459632874
210,0.8751582503318787
211,0.9986042976379395
212,1.001732587814331
213,1.0079286098480225
214,1.0098018646240234
215,1.0097463130950928
216,1.000222086906433
217,1.0032758712768555
218,0.9326350092887878
219,0.999729335308075
220,1.0180052518844604
221,0.9933234453201294
222,1.0004007816314697
223,1.009967565536499
224,0.9999088048934937
225,1.0062365531921387
226,0.8346035480499268
227,0.9982196092605591
228,0.9911459684371948
229,1.0009684562683105
230,0.9977618455886841
231,0.9496183395385742
232,0.9034380912780762
233,0.9545557498931885
234,0.31751322746276855
235,0.9995893836021423
236,0.4667702615261078
237,1.0053541660308838
238,1.0111925601959229
239,0.9790481328964233
240,1.0072617530822754
241,0.9995338916778564
242,0.2343379259109497
243,0.1889045238494873
244,0.9945783615112305
245,1.0107810497283936
246,0.9996387958526611
247,1.0034481287002563
248,1.1665050983428955
249,0.9816608428955078
250,1.002743124961853
251,0.9974031448364258
252,0.47857940196990967
253,0.9045916199684143
254,1.0033786296844482
255,0.9971740245819092
256,0.9997564554214478
257,0.9984567165374756
258,0.8796504735946655
259,1.0000358819961548
260,1.0032250881195068
261,0.9908316135406494
262,0.9947645664215088
263,1.0032809972763062
264,0.9945489764213562
265,1.01344633102417
266,0.9920415878295898
267,0.9995959997177124
268,1.0011215209960938
269,0.9919129610061646
270,1.0017850399017334
271,0.9997824430465698
272,0.988829493522644
273,0.9993924498558044
274,0.3090309202671051
275,1.0054579973220825
276,0.4828096032142639
277,0.9530903100967407
278,0.9472687244415283
279,1.0037612915039062
280,0.9944865703582764
281,0.9951139688491821
282,1.0181177854537964
283,0.8854864835739136
284,0.9930394291877747
285,1.001258373260498
286,0.8493556976318359
287,0.9946801662445068
288,0.975854218006134
289,0.9967687129974365
290,1.0019123554229736
291,0.8349975347518921
292,0.5423243641853333
293,0.9891818165779114
294,0.8340268135070801
295,1.0095469951629639
296,0.07289248704910278
297,0.03334486484527588
298,1.002875566482544
299,0.8318714499473572
300,1.0061513185501099
301,0.9502393007278442
302,1.0028666257858276
303,0.8427848815917969
304,1.0285067558288574
305,1.003917932510376
306,0.9558570384979248
307,1.0008375644683838
308,1.00132417678833
