Id,SalePrice
1461,119029.139711
1462,153034.778503
1463,181011.214271
1464,197891.150504
1465,200308.085131
1466,166881.942445
1467,178263.220914
1468,160936.137038
1469,189803.447338
1470,121717.178351
1471,178841.896318
1472,97025.7668606
1473,94192.4949046
1474,142892.002253
1475,105541.693111
1476,357418.463887
1477,247012.277878
1478,302227.531781
1479,299969.022962
1480,468497.903374
1481,338099.290086
1482,214800.925185
1483,180414.274192
1484,163967.156869
1485,201236.59354
1486,192681.520157
1487,345843.576332
1488,238808.668066
1489,189161.574295
1490,244872.980398
1491,196737.657363
1492,92656.9180727
1493,187964.510075
1494,302075.08725
1495,290620.423388
1496,236332.872556
1497,176429.995021
1498,181471.375486
1499,170629.256552
1500,158035.162905
1501,172608.384581
1502,145678.208878
1503,293164.684462
1504,242973.773598
1505,227552.005159
1506,186408.600689
1507,236454.897832
1508,203467.75744
1509,160388.519809
1510,145314.987546
1511,158183.231707
1512,173560.244919
1513,149655.754131
1514,157149.873528
1515,186629.496531
1516,155545.711199
1517,168821.423205
1518,130659.861408
1519,207668.527423
1520,127865.077298
1521,129325.701829
1522,175455.211447
1523,109981.692296
1524,123909.526708
1525,118222.651853
1526,109128.1835
1527,106946.352127
1528,134688.917597
1529,154409.544764
1530,192777.325228
1531,109275.802545
1532,98867.4145571
1533,144591.768017
1534,127285.745921
1535,143517.149899
1536,107545.640268
1537,59228.2995151
1538,152576.803223
1539,189750.529826
1540,92742.0096267
1541,139288.198142
1542,138202.664939
1543,175039.909931
1544,89448.7270811
1545,117430.957739
1546,142145.58651
1547,133293.495618
1548,139476.437325
1549,120734.075066
1550,138519.765279
1551,107092.648231
1552,135060.422182
1553,142469.366385
1554,116284.365453
1555,161111.209183
1556,87283.1842899
1557,106603.94765
1558,106125.122297
1559,68846.0521075
1560,130832.548956
1561,119504.921573
1562,131073.072237
1563,118688.903638
1564,153827.321136
1565,153844.494639
1566,237642.911465
1567,78308.6381385
1568,246734.452429
1569,130742.095105
1570,139331.487694
1571,112673.708107
1572,136709.678396
