Id,SalePrice
1461,121627.540617
1462,161756.127703
1463,188312.134332
1464,201103.204621
1465,199053.089004
1466,172356.206775
1467,175632.211431
1468,159995.920108
1469,199921.774046
1470,120474.154324
1471,167408.532895
1472,96121.3556115
1473,95059.1529336
1474,145213.820816
1475,107863.462913
1476,363053.633856
1477,254748.1699
1478,313809.875944
1479,301558.261243
1480,500123.317436
1481,327910.801144
1482,208232.363534
1483,183669.946969
1484,159717.5579
1485,186618.446829
1486,189052.860659
1487,344199.370073
1488,223224.97602
1489,195003.025076
1490,250737.833154
1491,196690.344345
1492,97588.9649713
1493,179020.341084
1494,304080.300081
1495,289019.190835
1496,232643.896489
1497,184115.783151
1498,191111.691565
1499,169267.869388
1500,159552.470188
1501,178249.501638
1502,139104.417433
1503,323299.514791
1504,239329.201477
1505,229170.97923
1506,191791.770791
1507,245848.028204
1508,200407.994302
1509,155553.858828
1510,145401.81163
1511,169221.183127
1512,171341.174845
1513,145399.327898
1514,158356.406787
1515,186094.500923
1516,152943.697092
1517,175551.915269
1518,130638.085207
1519,208361.335167
1520,125348.49011
1521,134233.599645
1522,175819.554087
1523,116843.679413
1524,127744.009879
1525,117851.443549
1526,111878.031847
1527,109151.843241
1528,132579.560399
1529,158092.416825
1530,192487.74853
1531,109304.353644
1532,91817.2658765
1533,154783.727005
1534,126241.207339
1535,147430.250003
1536,104286.922682
1537,59425.8809927
1538,151058.311965
1539,193131.551084
1540,84656.160259
1541,141090.567769
1542,158290.431944
1543,178673.789778
1544,83739.4920496
1545,116204.600412
1546,136349.58911
1547,133616.292005
1548,141090.11167
1549,120995.997901
1550,136361.411313
1551,102317.26634
1552,139995.040271
1553,145171.834578
1554,114396.040653
1555,167061.886531
1556,82859.7694548
1557,123844.227913
1558,105497.267403
1559,59217.8070554
1560,128468.310794
1561,127368.878451
1562,130789.300306
1563,120629.670661
1564,159656.666728
1565,157516.547626
1566,237943.108744
1567,78591.3906511
1568,238309.085062
1569,139434.931256
1570,130668.833765
1571,111059.283639
1572,142405.31256
1573,229711.685158
1574,119992.349653
1575,239872.52377
1576,230990.938607
1577,175327.118624
1578,146987.621821
1579,151467.740223
1580,194708.126229
1581,158326.115134
1582,125446.727806
1583,286869.38652
1584,214807.00825
1585,133604.211004
1586,77609.3222393
1587,107803.675521
1588,146170.501376
1589,98799.9787798
1590,126657.614084
1591,93017.273764
1592,121554.538526
1593,128587.49893
1594,129296.581175
1595,114396.870156
1596,217986.890885
1597,207673.494666
1598,230787.671034
1599,171235.471949
1600,161040.152645
1601,64927.4470059
1602,119055.916763
1603,62078.177406
1604,262056.11204
1605,229008.409116
1606,162588.867543
1607,174658.342355
1608,216571.335393
1609,181604.744267
1610,152082.808587
1611,135568.8885
1612,173790.700516
1613,166416.805424
1614,124397.808808
1615,92091.0919214
1616,79035.661191
1617,91617.2663044
1618,138433.395059
1619,139055.971159
1620,149342.336635
1621,133924.605221
1622,145969.042594
1623,246235.83292
1624,202214.964881
1625,115370.895149
1626,168293.262796
1627,195864.422447
1628,275348.61884
1629,179286.516215
1630,358772.179053
1631,242816.125199
1632,259687.49526
1633,168541.667968
1634,184917.956939
1635,173361.052781
1636,151203.143604
1637,211016.752111
1638,181623.143401
1639,187057.119307
1640,237107.282445
1641,183123.227985
1642,250491.612718
1643,224267.647926
1644,247530.586124
1645,203375.351806
1646,154788.977684
1647,158753.839183
1648,128533.205884
1649,139165.045689
1650,111693.434426
1651,117853.326313
1652,96986.4748898
1653,98162.5673466
1654,146812.023679
1655,129305.458963
1656,142782.703259
1657,152851.045888
1658,147280.480742
1659,118247.887142
1660,154554.792453
1661,453877.981116
1662,403329.868525
1663,384678.177618
1664,594474.879454
1665,314595.18515
1666,311622.855553
1667,395830.317827
1668,348345.903642
1669,313439.269128
1670,357518.507369
1671,270031.060531
1672,424490.397346
1673,289981.10051
1674,240666.995923
1675,201491.233748
1676,198714.741768
1677,225383.960763
1678,468406.076657
1679,402658.870946
1680,331289.958955
1681,250099.015125
1682,328448.760281
1683,186009.518842
1684,171444.693657
1685,171316.7399
1686,166045.87198
1687,165807.414432
1688,184227.154476
1689,187867.483188
1690,192328.978725
1691,182095.463243
1692,249303.826901
1693,163825.387461
