Id,SalePrice
1461,119813.416866
1462,151508.914197
1463,180147.691815
1464,197657.044309
1465,202405.490328
1466,170511.855109
1467,179998.2754
1468,159784.261235
1469,196203.474397
1470,118743.012877
1471,188669.695383
1472,98984.3863024
1473,95134.4950187
1474,143939.901906
1475,107933.907573
1476,353123.14304
1477,246339.743805
1478,299378.91713
1479,299922.965369
1480,466820.067351
1481,321192.095931
1482,213700.713718
1483,181136.348853
1484,160723.555669
1485,197652.762242
1486,195204.595963
1487,335439.810379
1488,238959.086072
1489,189270.664549
1490,239546.764407
1491,196871.320175
1492,92435.6938086
1493,190481.809986
1494,296007.085174
1495,288850.797849
1496,234137.965998
1497,179504.007513
1498,171097.504824
1499,165619.93615
1500,158221.928039
1501,172766.484405
1502,146092.427386
1503,285797.950968
1504,242180.565233
1505,225737.913388
1506,187573.335902
1507,244099.912305
1508,201726.461757
1509,161942.784904
1510,142486.505658
1511,150211.553947
1512,177409.197267
1513,153892.795071
1514,153982.826206
1515,192812.764163
1516,155844.258263
1517,171660.30637
1518,131257.981228
1519,209213.533284
1520,125350.573511
1521,128897.897929
1522,179558.51436
1523,109898.589385
1524,126739.230191
1525,117952.348718
1526,110313.616009
1527,109088.024996
1528,140407.983922
1529,149652.151211
1530,187468.567792
1531,106904.957071
1532,98706.5323287
1533,145393.908632
1534,127705.937969
1535,147005.678085
1536,107110.294425
1537,61432.9296392
1538,147623.545007
1539,195009.6111
1540,99146.3362644
1541,137909.833738
1542,139885.493365
1543,178226.898527
1544,88850.5599909
1545,118420.563937
1546,138902.909467
1547,127861.586589
1548,142665.956313
1549,123832.063902
1550,133296.083905
1551,106732.76098
1552,132894.686374
1553,145192.537912
1554,116025.228549
1555,158223.542103
1556,86831.8418737
1557,105040.930974
1558,102001.737257
1559,63936.9528557
1560,135378.084942
1561,125713.699404
1562,130914.978452
1563,117546.739545
1564,154084.417206
1565,150975.289572
1566,238916.979333
1567,77522.3200831
1568,232389.492739
1569,123957.715583
1570,141784.080399
1571,123792.345907
1572,140084.560701
1573,228112.951284
1574,120071.313137
1575,229381.129875
1576,250447.363837
1577,178016.323558
1578,150409.662151
1579,143363.249152
1580,197323.207382
1581,156484.784316
1582,124485.680201
1583,282268.405123
1584,215963.889937
1585,133866.662001
1586,63763.8308454
1587,106771.937517
1588,151522.118661
1589,96523.1282458
1590,133254.597013
1591,89510.4686432
1592,115119.019066
1593,126229.239856
1594,122637.719844
1595,105992.817597
1596,215109.612876
1597,195811.682063
1598,233369.287786
1599,167083.399928
1600,158769.546978
1601,66519.9083682
1602,118600.575816
1603,71036.2110635
1604,256765.463874
1605,241825.249364
1606,168597.724575
1607,177736.417653
1608,216534.760748
1609,180508.89992
1610,151414.693018
1611,137744.956524
1612,173238.884902
1613,165069.090361
1614,129852.257376
1615,96463.977377
1616,79668.605816
1617,95859.9267316
1618,124863.997684
1619,138874.650271
1620,147215.06817
1621,138933.497294
1622,143646.412551
1623,258417.315272
1624,209228.814843
1625,118022.447701
1626,173265.279773
1627,192766.566745
1628,282791.214113
1629,184273.932984
1630,341857.734818
1631,232473.785131
1632,246699.144656
1633,178618.691036
1634,184545.321683
1635,174403.156016
1636,152586.254695
1637,200462.478427
1638,177704.647262
1639,193022.951668
1640,250504.13592
1641,184320.902158
1642,244742.180762
1643,210330.750547
1644,235907.540911
1645,196560.916019
1646,159032.091372
1647,161381.697847
1648,128714.526686
1649,141137.152602
1650,112743.811821
1651,121004.074663
1652,98514.1907994
1653,101195.085767
1654,142659.509629
1655,131757.389067
1656,138800.273641
1657,145364.091983
1658,143294.732315
1659,114994.889039
1660,156643.51351
1661,411074.875614
1662,395795.24194
1663,371757.994968
1664,475873.237657
1665,308923.975617
1666,338326.180934
1667,384378.19964
1668,353346.006272
1669,319021.151494
1670,351617.503216
1671,262304.930884
1672,411450.326647
1673,286357.259269
1674,239450.191179
1675,197798.745732
1676,196558.466823
1677,218929.579763
1678,434723.064528
1679,387045.708198
1680,324487.31106
1681,250402.756408
1682,322242.697213
1683,184391.190866
1684,176649.416252
1685,176473.680928
1686,167232.738534
1687,177889.407842
1688,189592.508778
1689,195990.510496
1690,199382.789796
1691,190321.874363
1692,268044.679112
1693,173248.547029
1694,183893.734346
1695,169637.289423
1696,260295.857555
1697,175056.221956
1698,341967.047239
1699,310162.503406
1700,257071.96527
1701,275250.901103
1702,235868.644805
1703,235988.489673
1704,272688.537137
1705,243094.707252
1706,339684.06612
1707,211062.690454
1708,201108.700911
1709,261861.666399
1710,218104.239196
1711,278800.222218
1712,247250.233317
1713,278039.579906
1714,222622.365215
1715,210156.550098
1716,183388.065889
1717,178509.545773
1718,137180.153404
1719,211295.386356
1720,242728.483978
1721,164324.492219
1722,126207.218898
1723,156405.857837
1724,201898.199705
1725,236890.944158
1726,187323.270806
1727,150959.37062
1728,176591.342444
1729,169720.296122
1730,159288.009016
1731,120157.240573
1732,123748.360224
1733,112852.297804
1734,121723.335441
1735,125503.87881
1736,105861.039304
1737,294371.532702
1738,259055.496124
1739,233874.548398
1740,202076.796068
1741,184006.597322
1742,171417.620057
1743,180490.812676
1744,315661.88617
1745,220362.555215
1746,187924.555372
1747,215397.950268
1748,214516.164986
1749,142364.278916
1750,124097.616027
1751,255971.220457
1752,114593.883461
1753,151014.841949
1754,193120.405096
1755,163910.805765
1756,123973.468912
1757,120794.332341
1758,147217.992171
1759,162132.216462
1760,166353.95489
1761,148149.975022
1762,178050.892933
1763,190148.771301
1764,112366.980415
1765,167668.44649
1766,192427.551188
1767,222821.42662
1768,139744.346349
1769,173979.183137
1770,155907.671096
1771,124829.903965
1772,130089.733105
1773,124573.135672
1774,140962.45306
1775,141686.391335
1776,132247.064156
1777,107093.847349
1778,139276.490705
1779,117549.919861
1780,180554.93514
1781,126787.279759
1782,84651.0362558
1783,142333.060341
1784,107696.624037
1785,126922.823197
1786,137487.331291
1787,168087.461005
1788,60891.0250815
1789,100252.991874
1790,76901.8333899
1791,180919.325381
1792,161166.252813
1793,128073.297136
1794,157295.09375
1795,133172.100135
1796,135470.531292
1797,117123.792081
1798,119747.941393
1799,109616.809782
1800,134766.561102
1801,126591.703803
1802,146931.008046
1803,148657.362429
1804,134519.844967
1805,136002.44293
1806,127472.436913
1807,140225.712236
1808,128011.806359
1809,125900.083826
1810,135778.769146
1811,96621.2595989
1812,99585.7444699
1813,123408.551452
1814,94420.9610577
1815,53749.3885321
1816,101194.360471
1817,104792.522559
1818,142485.410718
1819,125151.884087
1820,52346.3806457
1821,121121.747778
1822,151541.546003
1823,45487.3045841
1824,130097.156378
1825,140443.808576
1826,104688.961688
1827,100343.675226
1828,137219.2655
1829,131172.752599
1830,138028.964981
1831,142718.398109
1832,73339.0707225
1833,142154.426987
1834,115102.854673
1835,114340.591466
1836,123486.11844
1837,86533.7923877
1838,123737.462883
1839,101260.098614
1840,139499.245466
1841,134781.798042
1842,92761.308223
1843,126935.737298
1844,147952.838938
1845,144338.948137
1846,157721.636051
1847,170896.841083
1848,51866.1738004
1849,112423.619838
1850,115091.392254
1851,149102.551814
1852,124077.42102
1853,118663.41621
1854,161490.567993
1855,152918.236573
