Id,SalePrice
1461,121519.486569
1462,159637.898351
1463,187900.728019
1464,200719.158085
1465,199280.934855
1466,172150.580238
1467,175725.369424
1468,160007.052026
1469,199628.64495
1470,120940.921198
1471,168854.113527
1472,96224.9059621
1473,95102.9352659
1474,144991.220255
1475,107578.808161
1476,362520.992034
1477,254447.911236
1478,313770.710453
1479,302293.839044
1480,498234.833064
1481,328114.662208
1482,208777.605027
1483,183516.584136
1484,159881.74009
1485,187666.149707
1486,189198.182295
1487,344355.740809
1488,228316.693152
1489,194714.274891
1490,250808.006881
1491,196485.226666
1492,97484.0383583
1493,179764.533686
1494,304346.023341
1495,288971.247296
1496,232869.676635
1497,184067.264539
1498,191445.86841
1499,169928.559995
1500,159757.731323
1501,178058.840047
1502,139310.784749
1503,321372.7619
1504,239390.75294
1505,229172.857831
1506,191411.654239
1507,245082.90684
1508,200435.500693
1509,155763.709051
1510,145549.104433
1511,169178.339419
1512,171467.395244
1513,146193.082188
1514,158534.613614
1515,186091.458116
1516,153208.78861
1517,175133.589402
1518,130435.335815
1519,207643.68488
1520,125638.737344
1521,134112.957378
1522,175903.610204
1523,116853.017824
1524,127550.956618
1525,117872.075361
1526,111779.622902
1527,109362.966624
1528,132419.069564
1529,157802.335226
1530,192077.145179
1531,109526.132408
1532,92063.8455281
1533,153908.17744
1534,125926.133223
1535,147164.104255
1536,104371.994654
1537,59240.8644209
1538,151127.429638
1539,193392.918979
1540,84825.1763005
1541,140722.635465
1542,157275.685088
1543,178345.968483
1544,84101.2697851
1545,116715.101217
1546,136669.8726
1547,133573.487797
1548,141061.700279
1549,121057.540179
1550,136773.580434
1551,102338.044099
1552,140093.259602
1553,145076.780794
1554,114715.239415
1555,166703.565507
1556,83042.6309093
1557,123300.247254
1558,105326.963576
1559,59389.7745678
1560,128734.772498
1561,125050.097819
1562,130491.392323
1563,120552.632048
1564,159493.464307
1565,157224.682575
1566,237690.878181
1567,78603.3192995
1568,238868.6745
1569,138457.623871
1570,130797.928463
1571,110995.310143
1572,141939.34719
1573,228441.929158
1574,119858.715694
1575,240737.082466
1576,231060.40093
1577,175421.972704
1578,146996.874207
1579,152009.609675
1580,194727.660125
1581,158141.82101
1582,125713.089223
1583,286287.389168
1584,214814.543185
1585,133629.365394
1586,77073.9708603
1587,108732.901049
1588,146363.803969
1589,98715.2472688
1590,126959.454077
1591,92934.4328096
1592,121339.064382
1593,128981.868228
1594,129309.07544
1595,114276.327276
1596,217072.373219
1597,207385.80777
1598,231295.011884
1599,170296.310672
1600,160415.254044
1601,64954.6088775
1602,118999.742421
1603,62474.2032099
1604,261905.549456
1605,229173.546825
1606,162926.168177
1607,174922.412282
1608,216934.006694
1609,181548.604349
1610,152661.771317
1611,135863.678882
1612,173572.341521
1613,166160.842551
1614,124476.653862
1615,92042.2218992
1616,78975.4598642
1617,91614.4972691
1618,138660.685015
1619,139561.075535
1620,148754.253774
1621,133707.174246
1622,145985.613379
1623,246046.178394
1624,202372.908631
1625,115252.453545
1626,168652.624371
1627,195602.036199
1628,275244.066231
1629,179998.145972
1630,358305.015807
1631,242476.365633
1632,259204.48843
1633,169580.97153
1634,185033.41547
1635,173338.509225
1636,151227.88388
1637,210479.712001
1638,181413.380041
1639,187129.074959
1640,237593.324862
1641,183082.101374
1642,251000.419508
1643,224211.183321
1644,247408.329266
1645,202740.218735
1646,154900.99599
1647,158950.416119
1648,128575.09246
1649,139292.536329
1650,112039.75007
1651,117877.935655
1652,97056.3036482
1653,98235.3185624
1654,146552.704778
1655,129002.443757
1656,142582.780221
1657,152560.813647
1658,147218.846674
1659,118005.54367
1660,154607.223668
1661,451311.856277
1662,402928.79903
1663,384194.33232
1664,581074.190626
1665,314517.05732
1666,311498.164072
1667,393272.914506
1668,348521.572921
1669,314255.193183
1670,357311.957494
1671,270092.363491
1672,424159.605717
1673,290357.694586
1674,240770.41015
1675,201604.425702
1676,198625.110461
1677,225210.341345
1678,467201.751477
1679,402671.615078
1680,330341.302088
1681,250066.665792
1682,328730.281417
1683,186275.145497
1684,171901.792782
1685,171543.073217
1686,166266.787727
1687,166549.875874
1688,184285.406379
1689,188152.520306
1690,192574.792563
1691,182423.102777
1692,249933.962855
1693,165162.605569
1694,183764.40318
1695,164074.803313
1696,279567.333535
1697,169102.729894
1698,345566.113736
1699,317850.453127
1700,263416.964161
1701,273509.098156
1702,244810.830942
1703,242861.578348
1704,269850.290779
1705,233758.592826
1706,227651.85747
1707,205915.450582
1708,203711.585058
1709,260133.651871
1710,217850.367788
1711,278820.16814
1712,254604.720061
1713,286586.561348
1714,233637.436488
1715,211408.17014
1716,184625.429782
1717,173197.626755
1718,141524.822362
1719,211185.901406
1720,223831.036789
1721,149986.525436
1722,122242.359205
1723,149982.46254
1724,202576.376796
1725,240164.836629
1726,183566.824501
1727,155743.269857
1728,160561.693207
1729,171089.302081
1730,151208.539027
1731,114387.130633
1732,126589.04183
1733,109441.47929
1734,121159.274758
1735,109686.624955
1736,103708.065717
1737,289274.781723
1738,270879.074705
1739,226788.994162
1740,216830.248348
1741,194096.269832
1742,174356.726952
1743,177664.181917
1744,382057.904284
1745,215406.955386
1746,176817.529918
1747,219038.142545
1748,215239.735721
1749,141110.971775
1750,123912.069925
1751,243807.097796
1752,111685.482068
1753,153798.297485
1754,192613.31094
1755,171418.014087
1756,127092.502848
1757,120694.613252
1758,148109.865381
1759,167568.045603
1760,164413.645328
1761,147803.177137
1762,180272.620933
1763,194565.855364
1764,117742.021508
1765,143169.931219
1766,192796.015651
1767,219744.2033
1768,139894.032868
1769,168840.990212
1770,149398.749539
1771,118647.717763
1772,128825.645897
1773,121278.758803
1774,141735.670251
